TransactionID,CustomerID,ProductID,ProductName,Category,Subcategory,Brand,Quantity,UnitPrice,TotalAmount,Discount,TransactionDate,PaymentMethod,Channel,CustomerAge,CustomerGender,CustomerCity,CustomerSegment,Year,Month,DayOfWeek,Season,Revenue,Profit
T000125,C01753,P00795,Games Uniqlo Model 5,Books & Media,Games,Uniqlo,1,64.42,64.42,0,2022-03-12,Digital Wallet,Mobile App,25,Male,San Jose,VIP,2022,3,Saturday,Spring,64.42,37.01
T000126,C00162,P00482,Furniture Amazon Basics Model 25,Office Supplies,Furniture,Amazon Basics,1,281.24,281.24,0,2022-07-31,Credit Card,Online,61,Female,Jacksonville,VIP,2022,7,Sunday,Summer,281.24,108.96
T000127,C01555,P00790,Mens Wear Apple Model 12,Clothing,Mens Wear,Apple,2,224.57,449.14,0,2023-01-11,Credit Card,In-Store,32,Male,San Jose,Premium,2023,1,Wednesday,Winter,449.14,264.77
T000128,C01258,P00400,Action Figures Uniqlo Model 21,Toys & Games,Action Figures,Uniqlo,1,20.11,20.11,0,2024-01-23,Digital Wallet,Mobile App,25,Female,San Antonio,Budget,2024,1,Tuesday,Winter,20.11,8.83
T000129,C00193,P00190,Camping Premium Co Model 39,Sports & Outdoors,Camping,Premium Co,2,404.78,809.56,0,2023-08-20,Digital Wallet,In-Store,66,Female,Philadelphia,VIP,2023,8,Sunday,Summer,809.56,317.72
T000130,C00751,P00585,Water Sports Nikon Model 15,Sports & Outdoors,Water Sports,Nikon,1,533.4,533.4,0,2023-01-28,Buy Now Pay Later,Mobile App,31,Male,Dallas,VIP,2023,1,Saturday,Winter,533.4,279.73
T000131,C01244,P00751,Outdoor Toys Sony Model 22,Toys & Games,Outdoor Toys,Sony,2,241.77,483.54,0,2022-03-22,Buy Now Pay Later,Online,21,Male,Austin,Premium,2022,3,Tuesday,Spring,483.54,219.6
T000132,C00490,P00213,Fiction Nike Model 50,Books & Media,Fiction,Nike,1,41.19,41.19,0,2022-12-23,Debit Card,Mobile App,58,Male,Austin,Budget,2022,12,Friday,Winter,41.19,24.07
T000133,C00196,P00290,Tools Canon Model 13,Home & Garden,Tools,Canon,2,673.71,1347.42,0,2024-02-17,Debit Card,In-Store,33,Male,Los Angeles,Budget,2024,2,Saturday,Winter,1347.42,771.32
T000134,C01112,P00667,Board Games LG Model 5,Toys & Games,Board Games,LG,1,66.14,66.14,0,2022-08-01,Debit Card,Mobile App,23,Female,Dallas,VIP,2022,8,Monday,Summer,66.14,25.19
T000135,C00839,P00782,Wearables IKEA Model 46,Electronics,Wearables,IKEA,1,2052.85,2052.85,10,2022-04-20,Buy Now Pay Later,In-Store,24,Male,Indianapolis,Regular,2022,4,Wednesday,Spring,2052.85,748.79
T000136,C00854,P00627,Water Sports Premium Co Model 33,Sports & Outdoors,Water Sports,Premium Co,1,232.09,232.09,5,2022-07-05,Buy Now Pay Later,In-Store,19,Male,Indianapolis,Regular,2022,7,Tuesday,Summer,232.09,61.85
T000137,C01625,P00080,Gaming H&M Model 10,Electronics,Gaming,H&M,1,291.29,291.29,10,2023-12-11,Buy Now Pay Later,In-Store,35,Male,Austin,Premium,2023,12,Monday,Winter,291.29,86.39
T000138,C01738,P00463,Headphones H&M Model 4,Electronics,Headphones,H&M,1,749.59,749.59,15,2023-08-10,Digital Wallet,In-Store,68,Male,New York,Premium,2023,8,Thursday,Summer,749.59,327.87
T000139,C00550,P00096,Dairy Nikon Model 3,Food & Beverages,Dairy,Nikon,4,31.73,126.92,0,2023-10-05,Debit Card,Online,33,Female,Chicago,Budget,2023,10,Thursday,Fall,126.92,40.2
T000140,C01573,P00263,Sports Equipment Value Plus Model 35,Sports & Outdoors,Sports Equipment,Value Plus,1,557.8,557.8,0,2023-09-02,Buy Now Pay Later,Online,48,Female,Austin,Premium,2023,9,Saturday,Fall,557.8,204.86
T000141,C00656,P00124,Furniture Value Plus Model 8,Office Supplies,Furniture,Value Plus,1,164.83,164.83,0,2022-08-26,Cash,In-Store,45,Male,San Diego,Budget,2022,8,Friday,Summer,164.83,56.76
T000142,C00922,P00179,Fitness Adidas Model 46,Sports & Outdoors,Fitness,Adidas,1,568.8,568.8,0,2023-06-05,Cash,Mobile App,35,Female,Los Angeles,Premium,2023,6,Monday,Summer,568.8,270.19
T000143,C00115,P00583,Electronics Premium Co Model 12,Office Supplies,Electronics,Premium Co,1,274.04,274.04,15,2023-07-19,Debit Card,Online,55,Female,Phoenix,VIP,2023,7,Wednesday,Summer,274.04,143.7
T000144,C01802,P00759,Educational Toys Amazon Basics Model 24,Toys & Games,Educational Toys,Amazon Basics,2,55.48,110.96,15,2022-01-11,Buy Now Pay Later,In-Store,34,Female,San Jose,Premium,2022,1,Tuesday,Winter,110.96,45.89
T000145,C00363,P00715,Educational Toys Value Plus Model 43,Toys & Games,Educational Toys,Value Plus,1,292.46,292.46,0,2023-02-03,Digital Wallet,Online,43,Female,Chicago,Premium,2023,2,Friday,Winter,292.46,88.88
T000146,C01372,P00253,Outdoor Toys LG Model 11,Toys & Games,Outdoor Toys,LG,2,98.14,196.27,20,2023-09-28,Credit Card,Mobile App,74,Female,Jacksonville,VIP,2023,9,Thursday,Fall,196.27,86.75
T000147,C01228,P00771,Storage Zara Model 22,Home & Garden,Storage,Zara,1,930.23,930.23,10,2022-10-18,Credit Card,In-Store,65,Female,Charlotte,VIP,2022,10,Tuesday,Fall,930.23,270.07
T000148,C01385,P00604,Frozen Generic Brand Model 44,Food & Beverages,Frozen,Generic Brand,2,20.57,41.15,10,2023-11-23,Credit Card,In-Store,44,Male,Charlotte,Premium,2023,11,Thursday,Fall,41.15,21.16
T000149,C00465,P00115,Skincare Value Plus Model 36,Health & Beauty,Skincare,Value Plus,4,141.02,564.08,0,2023-06-14,Cash,Mobile App,65,Male,New York,Regular,2023,6,Wednesday,Summer,564.08,290.97
T000150,C00066,P00394,Makeup Nikon Model 10,Health & Beauty,Makeup,Nikon,2,130.87,261.73,15,2022-10-06,Credit Card,Online,25,Female,Houston,VIP,2022,10,Thursday,Fall,261.73,78.58
T000151,C00692,P00269,Gaming Sony Model 41,Electronics,Gaming,Sony,1,265.52,265.52,5,2022-03-29,Cash,Mobile App,38,Female,Philadelphia,Regular,2022,3,Tuesday,Spring,265.52,139.23
T000152,C01085,P00554,Makeup LG Model 9,Health & Beauty,Makeup,LG,1,27.89,27.89,15,2023-09-18,Cash,Online,50,Male,Austin,Regular,2023,9,Monday,Fall,27.89,14.65
T000153,C01283,P00103,Tools HP Model 34,Home & Garden,Tools,HP,1,44.14,44.14,0,2022-02-19,Debit Card,In-Store,74,Female,Austin,VIP,2022,2,Saturday,Winter,44.14,15.73
T000154,C01920,P00561,Action Figures Amazon Basics Model 9,Toys & Games,Action Figures,Amazon Basics,2,33.56,67.13,5,2022-09-24,Buy Now Pay Later,Online,61,Female,Seattle,Budget,2022,9,Saturday,Fall,67.13,23.91
T000155,C01104,P00212,Movies HP Model 15,Books & Media,Movies,HP,1,95.52,95.52,0,2022-03-04,Buy Now Pay Later,Online,29,Male,Jacksonville,VIP,2022,3,Friday,Spring,95.52,43.39
T000156,C01633,P00101,Appliances Uniqlo Model 44,Home & Garden,Appliances,Uniqlo,2,587.93,1175.86,0,2023-01-07,Credit Card,Mobile App,37,Female,Charlotte,VIP,2023,1,Saturday,Winter,1175.86,588.15
T000157,C00687,P00368,Personal Care Dell Model 13,Health & Beauty,Personal Care,Dell,1,49.32,49.32,0,2022-11-21,Debit Card,Online,74,Female,Charlotte,Regular,2022,11,Monday,Fall,49.32,29.21
T000158,C00778,P00752,Furniture IKEA Model 13,Home & Garden,Furniture,IKEA,2,67.0,134.0,0,2022-03-29,Debit Card,Online,73,Male,Charlotte,Budget,2022,3,Tuesday,Spring,134.0,53.24
T000159,C01123,P00645,Appliances Zara Model 4,Home & Garden,Appliances,Zara,1,53.28,53.28,10,2023-06-10,Digital Wallet,Mobile App,58,Male,Philadelphia,VIP,2023,6,Saturday,Summer,53.28,16.52
T000160,C01098,P00369,Sports Equipment Generic Brand Model 3,Sports & Outdoors,Sports Equipment,Generic Brand,2,82.84,165.68,0,2023-11-01,Debit Card,Mobile App,48,Female,San Francisco,VIP,2023,11,Wednesday,Fall,165.68,70.95
T000161,C01710,P00567,Frozen Premium Co Model 37,Food & Beverages,Frozen,Premium Co,2,6.38,12.75,25,2022-07-17,Credit Card,Online,62,Female,Charlotte,Regular,2022,7,Sunday,Summer,12.75,2.97
T000162,C00105,P00249,Sports Equipment Samsung Model 3,Sports & Outdoors,Sports Equipment,Samsung,1,565.67,565.67,0,2023-06-04,Debit Card,Mobile App,29,Male,New York,VIP,2023,6,Sunday,Summer,565.67,319.42
T000163,C01233,P00607,Stationery LG Model 21,Office Supplies,Stationery,LG,1,48.08,48.08,10,2023-07-08,Cash,Online,50,Female,Dallas,Budget,2023,7,Saturday,Summer,48.08,16.89
T000164,C00658,P00600,Bedding IKEA Model 41,Home & Garden,Bedding,IKEA,1,839.11,839.11,15,2022-08-09,Cash,Online,67,Female,Philadelphia,Premium,2022,8,Tuesday,Summer,839.11,284.42
T000165,C01854,P00697,Smartphones Samsung Model 27,Electronics,Smartphones,Samsung,1,1762.26,1762.26,0,2022-09-16,Digital Wallet,Online,45,Female,San Francisco,Budget,2022,9,Friday,Fall,1762.26,814.8
T000166,C00798,P00521,International Nike Model 32,Food & Beverages,International,Nike,2,20.99,41.98,0,2022-10-11,Cash,Online,52,Female,Philadelphia,Premium,2022,10,Tuesday,Fall,41.98,15.68
T000167,C00426,P00404,Tools Sony Model 41,Automotive,Tools,Sony,1,224.43,224.43,0,2022-05-30,Credit Card,Mobile App,49,Female,Charlotte,VIP,2022,5,Monday,Spring,224.43,121.47
T000168,C00436,P00340,Camping Dell Model 28,Sports & Outdoors,Camping,Dell,3,248.11,744.33,0,2023-11-08,Credit Card,Mobile App,75,Female,Houston,Premium,2023,11,Wednesday,Fall,744.33,380.55
T000169,C01750,P00045,Kitchen Canon Model 10,Home & Garden,Kitchen,Canon,2,757.98,1515.96,10,2024-02-13,Digital Wallet,In-Store,48,Female,Jacksonville,Budget,2024,2,Tuesday,Winter,1515.96,577.06
T000170,C00082,P00794,Electronics LG Model 21,Office Supplies,Electronics,LG,1,143.4,143.4,5,2023-01-02,Buy Now Pay Later,Mobile App,43,Male,Austin,Premium,2023,1,Monday,Winter,143.4,80.31
T000171,C00104,P00648,Shoes H&M Model 26,Clothing,Shoes,H&M,1,346.1,346.1,0,2023-02-06,Cash,Online,66,Male,Indianapolis,Regular,2023,2,Monday,Winter,346.1,124.5
T000172,C01054,P00103,Bedding Canon Model 47,Home & Garden,Bedding,Canon,1,678.09,678.09,5,2022-07-23,Buy Now Pay Later,Online,40,Male,Houston,Premium,2022,7,Saturday,Summer,678.09,253.31
T000173,C01091,P00457,Maintenance Nike Model 17,Automotive,Maintenance,Nike,2,318.99,637.98,0,2024-02-19,Credit Card,In-Store,52,Female,Phoenix,Regular,2024,2,Monday,Winter,637.98,215.83
T000174,C00249,P00694,Bedding Generic Brand Model 44,Home & Garden,Bedding,Generic Brand,1,45.49,45.49,0,2022-07-26,Digital Wallet,In-Store,42,Male,Austin,Regular,2022,7,Tuesday,Summer,45.49,21.14
T000175,C01927,P00502,Laptops Uniqlo Model 18,Electronics,Laptops,Uniqlo,1,2055.94,2055.94,0,2023-02-14,Cash,Online,52,Female,Austin,Premium,2023,2,Tuesday,Winter,2055.94,750.77
T000176,C00142,P00585,Tools HP Model 23,Automotive,Tools,HP,1,147.6,147.6,0,2023-04-21,Digital Wallet,Mobile App,65,Male,San Jose,Budget,2023,4,Friday,Spring,147.6,87.43
T000177,C00970,P00158,Sports Equipment IKEA Model 35,Sports & Outdoors,Sports Equipment,IKEA,2,132.05,264.1,0,2023-10-31,Cash,Mobile App,34,Male,San Jose,Premium,2023,10,Tuesday,Fall,264.1,142.0
T000178,C00734,P00749,Formal Wear Generic Brand Model 34,Clothing,Formal Wear,Generic Brand,1,107.17,107.17,0,2023-06-20,Digital Wallet,In-Store,55,Female,San Jose,Budget,2023,6,Tuesday,Summer,107.17,44.17
T000179,C00023,P00434,Fitness Zara Model 47,Sports & Outdoors,Fitness,Zara,2,712.64,1425.28,5,2022-04-26,Credit Card,Mobile App,35,Female,Fort Worth,Premium,2022,4,Tuesday,Spring,1425.28,626.81
T000180,C00026,P00409,Fragrances H&M Model 4,Health & Beauty,Fragrances,H&M,2,185.81,371.62,0,2022-01-10,Credit Card,Mobile App,42,Male,Dallas,Regular,2022,1,Monday,Winter,371.62,150.66
T000181,C00070,P00428,Electronics Value Plus Model 12,Office Supplies,Electronics,Value Plus,1,312.06,312.06,0,2023-05-29,Buy Now Pay Later,In-Store,21,Male,Columbus,Regular,2023,5,Monday,Spring,312.06,164.54
T000182,C00049,P00646,Electronics Premium Co Model 20,Office Supplies,Electronics,Premium Co,2,103.03,206.06,15,2023-09-13,Credit Card,Mobile App,55,Female,Seattle,VIP,2023,9,Wednesday,Fall,206.06,47.87
T000183,C01627,P00359,Activewear HP Model 27,Sports & Outdoors,Activewear,HP,1,340.52,340.52,0,2023-02-25,Digital Wallet,Mobile App,55,Female,Dallas,Budget,2023,2,Saturday,Winter,340.52,133.5
T000184,C01469,P00499,Stationery HP Model 28,Office Supplies,Stationery,HP,2,216.01,432.02,0,2023-01-18,Credit Card,Online,47,Male,Jacksonville,VIP,2023,1,Wednesday,Winter,432.02,140.04
T000185,C01387,P00640,Shoes Samsung Model 45,Clothing,Shoes,Samsung,1,208.01,208.01,5,2024-01-10,Credit Card,Mobile App,31,Female,Columbus,Budget,2024,1,Wednesday,Winter,208.01,117.8
T000186,C00423,P00351,Kitchen Dell Model 11,Home & Garden,Kitchen,Dell,1,502.61,502.61,0,2023-11-05,Buy Now Pay Later,Mobile App,36,Female,San Francisco,Premium,2023,11,Sunday,Fall,502.61,261.13
T000187,C00439,P00243,Smartphones Dell Model 38,Electronics,Smartphones,Dell,1,2129.22,2129.22,0,2022-01-23,Cash,Mobile App,59,Male,San Francisco,Regular,2022,1,Sunday,Winter,2129.22,1212.37
T000188,C01377,P00495,Movies Generic Brand Model 34,Books & Media,Movies,Generic Brand,1,101.65,101.65,5,2023-11-25,Buy Now Pay Later,Mobile App,53,Male,Chicago,VIP,2023,11,Saturday,Fall,101.65,45.93
T000189,C00413,P00530,Cameras Apple Model 33,Electronics,Cameras,Apple,1,2462.69,2462.69,0,2022-06-16,Debit Card,Online,23,Male,San Francisco,VIP,2022,6,Thursday,Summer,2462.69,916.5
T000190,C01267,P00592,Headphones Generic Brand Model 48,Electronics,Headphones,Generic Brand,1,1190.15,1190.15,0,2022-11-03,Buy Now Pay Later,Mobile App,61,Male,San Francisco,Regular,2022,11,Thursday,Fall,1190.15,686.59
T000191,C00558,P00085,Cameras Generic Brand Model 32,Electronics,Cameras,Generic Brand,1,1377.5,1377.5,20,2022-02-17,Buy Now Pay Later,In-Store,24,Male,Philadelphia,Budget,2022,2,Thursday,Winter,1377.5,327.98
T000192,C01323,P00645,Kitchen Adidas Model 1,Home & Garden,Kitchen,Adidas,1,326.39,326.39,0,2023-10-21,Cash,Mobile App,42,Male,Fort Worth,Premium,2023,10,Saturday,Fall,326.39,153.52
T000193,C00147,P00178,Music H&M Model 1,Books & Media,Music,H&M,3,76.31,228.93,0,2022-10-03,Buy Now Pay Later,Online,26,Female,Phoenix,Budget,2022,10,Monday,Fall,228.93,76.64
T000194,C00609,P00172,Water Sports Zara Model 12,Sports & Outdoors,Water Sports,Zara,1,481.7,481.7,15,2022-12-21,Digital Wallet,Mobile App,57,Male,Austin,VIP,2022,12,Wednesday,Winter,481.7,157.94
T000195,C01909,P00003,Hair Care Generic Brand Model 36,Health & Beauty,Hair Care,Generic Brand,4,179.74,718.96,5,2022-12-11,Cash,Online,35,Male,Fort Worth,Regular,2022,12,Sunday,Winter,718.96,339.76
T000196,C01898,P00715,Health Supplements Amazon Basics Model 48,Health & Beauty,Health Supplements,Amazon Basics,3,171.18,513.54,0,2022-12-19,Buy Now Pay Later,Mobile App,73,Male,Dallas,Budget,2022,12,Monday,Winter,513.54,172.31
T000197,C01488,P00137,Movies Adidas Model 44,Books & Media,Movies,Adidas,2,27.91,55.82,0,2024-02-02,Debit Card,Online,60,Female,New York,Budget,2024,2,Friday,Winter,55.82,21.14
T000198,C01680,P00611,Stationery Premium Co Model 9,Office Supplies,Stationery,Premium Co,1,299.24,299.24,0,2023-03-05,Credit Card,Online,28,Male,Columbus,VIP,2023,3,Sunday,Spring,299.24,115.34
T000199,C01826,P00040,Makeup HP Model 45,Health & Beauty,Makeup,HP,2,182.25,364.5,0,2023-04-28,Cash,In-Store,62,Female,Phoenix,VIP,2023,4,Friday,Spring,364.5,169.21
T000200,C00983,P00138,Headphones Zara Model 36,Electronics,Headphones,Zara,1,1246.66,1246.66,15,2023-08-01,Credit Card,Mobile App,57,Male,Fort Worth,Regular,2023,8,Tuesday,Summer,1246.66,299.37
T000201,C00584,P00019,International Zara Model 3,Food & Beverages,International,Zara,2,23.54,47.08,0,2024-01-07,Cash,Online,18,Male,San Jose,Regular,2024,1,Sunday,Winter,47.08,21.26
T000202,C01681,P00566,Decor Dell Model 11,Home & Garden,Decor,Dell,1,1127.06,1127.06,5,2022-11-19,Debit Card,In-Store,20,Male,San Antonio,Budget,2022,11,Saturday,Fall,1127.06,561.38
T000203,C01013,P00622,Furniture IKEA Model 11,Office Supplies,Furniture,IKEA,2,25.0,50.0,20,2023-03-23,Buy Now Pay Later,In-Store,71,Female,Dallas,Premium,2023,3,Thursday,Spring,50.0,9.91
T000204,C00824,P00336,Fragrances Apple Model 42,Health & Beauty,Fragrances,Apple,2,161.76,323.51,5,2023-02-03,Buy Now Pay Later,In-Store,39,Female,Jacksonville,Regular,2023,2,Friday,Winter,323.51,161.11
T000205,C01982,P00184,Movies Amazon Basics Model 14,Books & Media,Movies,Amazon Basics,1,35.89,35.89,0,2022-06-17,Debit Card,In-Store,31,Male,San Jose,Premium,2022,6,Friday,Summer,35.89,14.69
T000206,C00650,P00109,Headphones Sony Model 13,Electronics,Headphones,Sony,1,2188.26,2188.26,0,2023-11-03,Cash,In-Store,70,Female,Phoenix,Budget,2023,11,Friday,Fall,2188.26,998.48
T000207,C00865,P00046,Personal Care Samsung Model 40,Health & Beauty,Personal Care,Samsung,3,32.36,97.07,5,2022-03-12,Credit Card,Online,46,Female,San Diego,Regular,2022,3,Saturday,Spring,97.07,37.16
T000208,C00142,P00298,Storage LG Model 24,Office Supplies,Storage,LG,1,197.05,197.05,10,2023-04-27,Buy Now Pay Later,Online,69,Female,Seattle,Budget,2023,4,Thursday,Spring,197.05,98.52
T000209,C01705,P00400,Non-Fiction Premium Co Model 38,Books & Media,Non-Fiction,Premium Co,1,134.87,134.87,0,2023-12-02,Digital Wallet,Mobile App,73,Female,New York,Premium,2023,12,Saturday,Winter,134.87,46.22
T000210,C01680,P00223,Activewear IKEA Model 18,Sports & Outdoors,Activewear,IKEA,1,702.18,702.18,0,2022-10-24,Cash,In-Store,45,Female,Fort Worth,Budget,2022,10,Monday,Fall,702.18,231.58
T000211,C00983,P00137,Womens Wear Generic Brand Model 41,Clothing,Womens Wear,Generic Brand,1,154.81,154.81,5,2022-10-14,Digital Wallet,Mobile App,52,Female,Austin,Budget,2022,10,Friday,Fall,154.81,75.6
T000212,C01260,P00224,Games Apple Model 12,Books & Media,Games,Apple,1,7.24,7.24,0,2023-08-29,Credit Card,Mobile App,19,Male,Philadelphia,Regular,2023,8,Tuesday,Summer,7.24,3.61
T000213,C00972,P00009,Womens Wear Uniqlo Model 32,Clothing,Womens Wear,Uniqlo,1,106.07,106.07,10,2022-04-25,Debit Card,In-Store,36,Male,Los Angeles,VIP,2022,4,Monday,Spring,106.07,29.29
T000214,C00264,P00071,Formal Wear HP Model 42,Clothing,Formal Wear,HP,1,48.68,48.68,5,2022-05-06,Digital Wallet,Mobile App,21,Female,San Francisco,VIP,2022,5,Friday,Spring,48.68,17.77
T000215,C00620,P00394,Electronics Zara Model 49,Office Supplies,Electronics,Zara,2,120.57,241.15,10,2023-01-25,Buy Now Pay Later,Online,56,Male,San Antonio,Budget,2023,1,Wednesday,Winter,241.15,101.69
T000216,C01066,P00287,Decor Value Plus Model 8,Home & Garden,Decor,Value Plus,1,1008.19,1008.19,0,2023-03-17,Debit Card,In-Store,35,Female,Dallas,Regular,2023,3,Friday,Spring,1008.19,462.85
T000217,C01221,P00438,Electronics Generic Brand Model 13,Office Supplies,Electronics,Generic Brand,2,311.58,623.15,15,2023-11-27,Credit Card,Mobile App,49,Male,San Diego,VIP,2023,11,Monday,Fall,623.15,256.91
T000218,C01948,P00791,Sports Equipment Nikon Model 39,Sports & Outdoors,Sports Equipment,Nikon,2,566.45,1132.9,0,2022-10-04,Cash,In-Store,59,Female,Jacksonville,Regular,2022,10,Tuesday,Fall,1132.9,443.73
T000219,C01609,P00219,Sports Equipment Samsung Model 39,Sports & Outdoors,Sports Equipment,Samsung,1,50.65,50.65,30,2022-09-10,Digital Wallet,Mobile App,50,Female,San Antonio,Budget,2022,9,Saturday,Fall,50.65,19.36
T000220,C00074,P00224,Sportswear Nike Model 49,Clothing,Sportswear,Nike,2,35.22,70.44,0,2022-05-29,Cash,Online,19,Female,Dallas,Regular,2022,5,Sunday,Spring,70.44,23.34
T000221,C01595,P00292,Car Parts Canon Model 2,Automotive,Car Parts,Canon,1,428.91,428.91,5,2022-01-30,Buy Now Pay Later,In-Store,45,Male,San Antonio,Budget,2022,1,Sunday,Winter,428.91,225.92
T000222,C00941,P00431,Furniture Amazon Basics Model 46,Office Supplies,Furniture,Amazon Basics,1,201.2,201.2,10,2022-11-13,Cash,Online,32,Male,Fort Worth,Regular,2022,11,Sunday,Fall,201.2,82.0
T000223,C00889,P00244,International Sony Model 50,Food & Beverages,International,Sony,1,25.24,25.24,15,2023-02-14,Digital Wallet,In-Store,25,Male,Chicago,Budget,2023,2,Tuesday,Winter,25.24,8.89
T000224,C00511,P00389,Beverages Dell Model 13,Food & Beverages,Beverages,Dell,3,42.9,128.7,0,2022-11-22,Credit Card,Online,36,Male,Chicago,VIP,2022,11,Tuesday,Fall,128.7,41.74
T000225,C01390,P00650,Storage Dell Model 36,Home & Garden,Storage,Dell,1,165.84,165.84,0,2023-11-22,Debit Card,Online,63,Female,Dallas,Budget,2023,11,Wednesday,Fall,165.84,74.81
T000226,C00897,P00233,Frozen Nikon Model 27,Food & Beverages,Frozen,Nikon,2,2.92,5.83,10,2022-09-14,Cash,In-Store,51,Male,Indianapolis,Regular,2022,9,Wednesday,Fall,5.83,2.45
T000227,C01779,P00104,Storage Nikon Model 7,Office Supplies,Storage,Nikon,1,263.61,263.61,0,2024-03-20,Debit Card,Online,18,Female,San Antonio,Premium,2024,3,Wednesday,Spring,263.61,144.99
T000228,C01379,P00380,Makeup Canon Model 6,Health & Beauty,Makeup,Canon,2,10.26,20.52,15,2023-09-13,Cash,In-Store,51,Female,Chicago,Premium,2023,9,Wednesday,Fall,20.52,8.44
T000229,C01244,P00003,Fragrances HP Model 8,Health & Beauty,Fragrances,HP,2,7.66,15.31,5,2022-01-25,Buy Now Pay Later,Mobile App,49,Male,Indianapolis,VIP,2022,1,Tuesday,Winter,15.31,6.78
T000230,C01418,P00054,Frozen IKEA Model 37,Food & Beverages,Frozen,IKEA,1,15.51,15.51,0,2024-01-17,Digital Wallet,Online,30,Female,Austin,VIP,2024,1,Wednesday,Winter,15.51,8.41
T000231,C00944,P00159,Activewear Premium Co Model 41,Sports & Outdoors,Activewear,Premium Co,1,686.65,686.65,0,2023-08-13,Debit Card,In-Store,51,Female,San Antonio,Budget,2023,8,Sunday,Summer,686.65,406.07
T000232,C00631,P00690,Bedding Value Plus Model 31,Home & Garden,Bedding,Value Plus,1,379.22,379.22,10,2024-02-07,Credit Card,Mobile App,29,Male,San Antonio,Budget,2024,2,Wednesday,Winter,379.22,104.7
T000233,C00268,P00617,Activewear Value Plus Model 6,Sports & Outdoors,Activewear,Value Plus,1,195.46,195.46,0,2022-07-07,Debit Card,In-Store,35,Male,Columbus,Budget,2022,7,Thursday,Summer,195.46,93.36
T000234,C01491,P00413,Cameras IKEA Model 19,Electronics,Cameras,IKEA,1,1788.08,1788.08,5,2022-05-25,Credit Card,In-Store,64,Male,Seattle,Budget,2022,5,Wednesday,Spring,1788.08,671.5
